name,priceReg,priceSale,ratingAvg,ratingCnt,category,keywords
Petite Plume___ kids' tattersall eye mask set,$16.00 ,,,,girls,"Set,Classic & Minimalist,Ear Loop,Piping,Cotton,Eye Mask,Reusable,Grids,Multi Color"
Girls' long-sleeve pajama set in constellations,,,5,1,girls,
Girls' long-sleeve pajama set in polar bear parade,,,3,1,girls,
Girls' long-sleeve pajama set in rainbow print,,,,,girls,
Girls' long-sleeve pajama set in sleepy stars,,,5,1,girls,
Girls' long-sleeve printed pajama set,,,5,1,girls,
Girls' pajama set in Keep In Touch,,,4,2,girls,
Girls' pajama set in stripes,,,3,2,girls,
Girls' pajama set in unicorn forest,,,5,2,girls,
Girls' printed short-sleeve pajama set,,,5,1,girls,
Girls' printed short-sleeve pajama set,,,3,3,girls,
Joy Street Kids___ kids' rainbow two-piece pajamas,$54.00 ,,,,girls,"Fair Isle,Above Hip,Mid Chest,Scoop Neck,Multi Color,T-Shirt,Joggers,Pullover,Tailored,Slim,Sleepwear,Boho Chic,Full,Long Sleeve"
Joy Street Kids___ girls' ballet two-piece pajamas,$54.00 ,,2,1,girls,"At Hip,T-Shirt,Cotton Knit,Long Sleeve,Light to Mid Weight,High Neck,Sleepwear,Ankle,Joggers,Pima Cotton,Graphic,Tailored,Cotton,Multi Color,Elastic Waist,Crew Neck,Slim,Colorblock,Pullover,Mid Rise,Banded Cuff Pant"
Joy Street Kids___ girls' New York City two-piece pajamas,$54.00 ,,,,girls,"Pullover,Pink,Relaxed,T-Shirt,Pastel,Graphic,Sleepwear,Long Sleeve,Crew Neck,High Neck,Below Hip"
Joy Street Kids___ kids' Los Angeles two-piece pajamas,$56.00 ,,,,girls,"Joggers,High Neck,Fitted,Long Sleeve,Above Hip,Button Front,Henley,Colorblock,Crew Neck,Piping,Banded Cuff Pant,High Waisted,Graphic,Sleepwear,Multi Color,Elastic Waist"
Joy Street Kids___ kids' Palm Beach two-piece pajamas,$56.00 ,,,,girls,"Multi Color,Elastic Waist,Sleepwear,Piping,Crew Neck,Colorblock,Pullover,Graphic,High Waisted,High Neck,Long Sleeve,Sweatshirt,Banded Cuff Pant,Joggers"
Kids' short-sleeve pajama set in cocktail stripe,,,,,girls,
Kids' short-sleeve pajama set,,,,,girls,
Petite Plume___ girls' Cambridge romper,$48.00 ,,,,girls,"Onesie,Sleepwear,High Neck,Graphics,Long Sleeve,Relaxed,Regular,Piping,Light,Neutral,White,Graphic,Cotton,Full"
Petite Plume___ kids' flannel pajama set,$58.00 ,,1,1,girls,"Beaded,Polo,Cotton Knit,Cotton,Straight,Classic & Minimalist,Sleepwear,Flannel"
Petite Plume___ kids' pajama set,,,5,2,girls,
Petite Plume___ kids' short set,$48.00 ,,,,girls,"Soft,Sleepwear,Beaded,Cotton,Short Sleeve,At Hip,White,Flannel,Classic & Minimalist,Relaxed,Light"
Girls' glitter-covered moccasin slippers,,,4,8,girls,
Girls' metallic lodge moccasins,,,3,3,girls,
Girls' unicorn slippers,,,,,,
Girls' printed fishtail-hem short,,,5,1,girls,
Girls' Frankie short in chino,,,3,9,girls,
Girls' ruffle pull-on short in soft chino,,,4,5,girls,
Girls' smocked-waist short,$29.50 ,$9.99 ,3,2,girls,"Marled,Neutral,Dark,Cotton,Straight Silhouette,Navy,Classic & Minimalist,Casual"
Girls' smocked-waist chambray short,,,5,1,girls,
Girls' bike short,,,5,2,girls,
Girls' cut-off short in french terry,,,,,girls,
Girls' printed fishtail hem shorts in knit,,,,,girls,
Girls' printed short,,,,,girls,
Girls' pull-on terry short,,,3,2,girls,
Girls' ruffle-trim short in towel terry,,,3,1,girls,
Girls' terry short in floral,,,5,1,girls,
Girls' paper-bag-waist short in soft gauze,,,5,1,girls,
Girls' SZ Blockprints___ for crewcuts ruffle pull-on short,,,1,1,girls,
Girls' bike short in metallic,,,,,girls,
Girls' bike short,,,4,3,girls,
Girls' embroidered hem skirt,,,,,girls,
Girls' pleated skirt in faux leather,,,,,girls,
Girls' pleated skirt,,,1,3,girls,
Girls' pull-on eyelet skort,,,,,girls,
Girls' ruffle skirt in flannel,,,,,girls,
Girls' skirt in snowy Stewart tartan,,,5,1,girls,
Girls' pleated skirt in twill,,,3,2,girls,
Girls' pull-on tulle skirt,,,,,girls,
Girls' cable-knit cashmere cardigan with ruffles,,,,,girls,
Girls' Caroline cardigan in neon heart,,,,,,
Girls' Casey cardigan in sparkle hearts,,,,,girls,
Girl's embroidered tile cardigan,,,4,1,girls,
Girls' ruffle-trim cardigan in strawberries,,,,,girls,
Girls' sparkle Caroline cardigan sweater,,,5,1,girls,
Girls' sparkly ruffle-trimmed cardigan sweater,,,5,2,girls,
Girls' stripe heart sweater,,,,,girls,
Girls' cashmere heart crewneck sweater,,,,,girls,
Girls' cashmere popover sweater with ruffles,,,,,girls,
Kids' cashmere crewneck sweater,,,4,15,girls,
Kids' cashmere hoodie in stripe,,,,,girls,
Kids' cashmere crewneck sweater,,,3,5,girls,
Kids' cashmere pullover hoodie,$108.00 ,$90.99 ,,,girls,"Pullover,Neutral,Cashmere,Sweatshirt,High Neck,Casual,Ribbed,Classic & Minimalist,Beige,Hoodie,Solid,Long Sleeve,Light"
Kids' moose Fair Isle half-zip sweater,,,5,1,girls,
Kids' bear Fair Isle sweater in lambswool blend,,,,,girls,
Girls' button-shoulder tunic sweater in supercozy yarn,,,,,girls,
Girls' colorful hearts crewneck sweater,,,,,girls,
Girls' cotton sweater with embroidered hearts,,,,,girls,
Girls' cotton sweater with fuzzy heart,,,,,girls,
Girls' crewneck sweater in sparkle marl,,,,,girls,
Girls' embroidered crewneck sweater,,,,,girls,
Girls' heart cable-knit sweater,,,5,1,girls,
Girls' heart crewneck sweater in bubble yarn,,,,,girls,
Girls' leopard heart sweater,,,,,girls,
Girls' mockneck sweater in stripe,,,5,2,girls,
"Girls' ""OMG"" Fair Isle sweater",,,4,1,girls,
Girls' pointelle popover,,,,,girls,
Girls' popover sweater in flamingos print,,,5,1,girls,
Girls' ribbed turtleneck sweater in sparkly stripes,,,,,girls,
Girls' ruffle-detail sweater in colorful stripe,,,,,girls,
Girls' cherry Fair Isle crewneck sweater,,,2,1,girls,
Girls' crochet tank top,$79.50 ,,,,girls,"Light,Tank,Cream,Pullover,Boho Chic,Above Hip,Relaxed,Neutral,Square Neck,Sleeveless,Mid Chest,Cotton,Casual"
Girls' heart cable-knit sweater,,,5,1,girls,
Girls' heart crewneck sweater in bubble yarn,,,,,girls,
Girls' summer-weight cotton joggers in dip-dye stripe,,,,,girls,
Girls' sweatpant in pink hearts,,,,,girls,
Girls' crewneck sweatshirt with sequin elbow patches,,,3,2,girls,
Girls' crewneck sweatshirt with sequin star elbow patches,,,,,girls,
Girls' funnelneck  tunic sweatshirt,,,3,3,girls,
Girls' graphic sweatshirt in cotton terry,,,,,girls,
Girls' heart-pocket crewneck sweatshirt,,,,,girls,
Girls' hoodie in french terry,,,3,2,girls,
Girls' oversized hoodie,,,4,2,girls,
Girls' ruffle-sleeve sweatshirt,,,,,girls,
Girls' ruffle-trimmed sweatshirt,,,4,5,girls,
Girls' short-sleeve sweatshirt in summer stripe,,,,,girls,
Girls' soft crewneck sweatshirt,,,,,girls,
Girls' supercozy V-neck hoodie in star print,,,2,2,girls,
Girls' velour raglan-sleeve pullover,,,,,girls,
Girls' active half-zip,$55.00 ,$34.50 ,,,girls,"Neutral,Light,Boho Chic,Solid,Front Zip,Raglan Sleeve,Long Sleeve,Mock Neck,Soft Plush-Fabric,Elastane,High Neck,Stretch,Cloth,White,Casual,Soft"
Girls' printed half-zip sweatshirt in french terry,$59.50 ,$29.99 ,5,4,girls,"Collared,Quarter Zip,Long Sleeve,Polo,Front Zip,Casual,High Neck,Stripes,Classic & Minimalist,Multi Color"
Girls' ankle-strap sandals,$59.50 ,$32.99 ,5,1,girls,"Polyurethane,Flat,Classic & Minimalist,Sandals,Buckles,Casual,Ankle Strap,Solid,Open Toe,Low Top,Neutral,Beige,Light"
Girls' Birkenstock__ Rio EVA sandals,,,5,1,girls,
Girls' colorful flip-flops,,,5,1,girls,
Girls' Birkenstock__ Arizona EVA sandals,,,,,girls,
Girls' strappy patent-leather sandals,$69.50 ,$31.99-$49.99,,,girls,"Velcro Closure,Pink,Light,Boho Chic,Flat,Casual,Solid,Low Top,Sandals,Open Toe,Round Toe"
Kids' sport sandal in stripe,,,5,2,girls,
Girls' one-shoulder one-piece swimsuit with UPF 50+,$55.00 ,$29.50 ,,,girls,"UPF 50,One Shoulder,Beachwear,One Piece,Elastane,Ruffle,Polka Dots,Polyamide,Navy,Dark,Neutral,Mid Chest,Feminine,Sun Protection"
Girls' metallic one-piece swimsuit,,,2,1,girls,
Girls' Minnow___ ruffle one-piece,,,,,girls,
Girls' minnow___ ruffle one-piece,$64.00 ,,,,girls,"Twist Front,Gingham,High Neck,V Back,Crew Neck,Ruffle,One Piece,Beachwear,Nylon,Insulated,Elastane,Feminine,Multi Color"
Girls' Minnow___ smocked one-piece,,,,,girls,
Girls' minnow___ striped rash guard one-piece,$68.00 ,,,,girls,"Crew Neck,Multi Color,High Neck,Stripes,Classic & Minimalist,Light,Ruffle,Elastane,Breathable,Beachwear,Long Sleeve,One Piece,Polyester"
Girls' minnow___ tie-front one-piece,$66.00 ,,,,girls,"Multi Color,Tie,Insulated,Square Back,High Neck,Beachwear,Elastane,One Piece,Square Neck,Floral,Nylon"
Girls' one-piece swimsuit in leopard print,,,5,1,girls,
Girls' one-piece swimsuit in seersucker,,,5,1,girls,
Girls' Popupshop__ zebra swimsuit,,,,,girls,
Girls' rainbow strap one-piece,,,5,1,girls,
Girls' ruffle one-piece in Liberty__ Margaret Annie floral,,,5,1,girls,
Girls' ruffle one-piece swimsuit,,,,,girls,
Girls' ruffle-shoulder one-piece in floral print,,,,,girls,
Girls' ruffle-shoulder swimsuit in tie-dyed blockprint,,,,,girls,
Girls' scalloped one-piece,,,4,4,girls,
Girls' colorblock racerback one-piece swimsuit with UPF 50+,$55.00 ,$29.50 ,,,girls,"Dark,One Piece,Mid Chest,Sleeveless,Casual Chic,Over the Shoulder,Fitted,Beachwear,Neutral,Racerback,Scoop Neck,Navy"
Girls' minnow___ squareneck one-piece,,,,,girls,"Feminine,White,Eyelet,Square Neck,Ruffle,Solid,Short Sleeve,Square Back,Light,Neutral,Lycra,Beachwear,Elastane,One Piece,Mid Chest,Polyester"
Kids' minnow___ rash guard one-piece,,,,,girls,
SZ Blockprints___ X crewcuts ruched one-piece swimsuit in floral,$55.00 ,$24.50 ,,,girls,"Sun Protection,Feminine,Floral,Sleeveless,Ruching,Cross Back,Multi Color,Elastane,One Piece,UPF 50,Polyamide,Beachwear,Light,Spaghetti Straps,Scoop Neck"
Girls' Minnow___ ruffle-sleeve rash guard,,,,,girls,
Girls' one-piece long-sleeve swimsuit in polka dots,,,5,3,girls,
Girls' printed rash guard one-piece swimsuit with UPF 50+,,,,,girls,
Girls' rash guard one-piece with UPF 50+,,,2,3,girls,
Girls' rash guard set in strawberry,,,,,girls,
Girls' rash guard set,,,,,girls,
Girls' rash guard with UPF 50+,,,,,girls,
Girls' short-sleeve one-piece swimsuit in seersucker with UPF 50+,,,4,6,girls,
Girls' SZ Blockprints___ X crewcuts rash guard one-piece with UPF 50+,,,4,2,girls,
Bling2o___ First Luv goggles,,,,,girls,
Girls' aviator sunglasses,,,,,girls,
Girls' classic sunglasses,,,4,1,girls,
Girls' round sunglasses,,,,,girls,
Girls' crochet bucket hat,$49.50 ,$34.99 ,,,girls,"Cream,Light,Neutral,Boho Chic,Piping,Cotton,Casual,Floral Motif,Bucket Hat"
Girls' watermelon visor,$49.50 ,,,,girls,"Light,Colorblock,Sun Protection,Visor,Pink,Pool,Boho Chic"
Kids' Sunnylife___ mermaid dive buddies,$20.00 ,,,,girls,
Girls high-waisted tankini set in lemon print,,,,,girls,
Girls' high-waisted two-piece in print with UPF 50+,,,2,3,girls,
Girls' Minnow___ smocked bikini,,,,,girls,
Girls' printed tankini set,,,4,2,girls,
Girls' printed two-piece with UPF 50+,,,,,girls,
Girls' ribbed one-shoulder two-piece swimsuit with UPF 50+,,,5,1,girls,
Girls' ruffle bikini set in flower power,,,,,girls,
Girls' shoulder-bow tankini set,,,5,1,girls,
Girls' SZ Blockprints___ X crewcuts two-piece swimsuit,,,5,2,girls,
Girls' tankini set in pineapples,,,4,1,girls,
Girls' tankini set,,,5,1,girls,
Girls' minnow___ smocked bikini,$66.00 ,,2,1,girls,"Over the Shoulder,Beachwear,Elastane,Polyester,Mid Chest,Sleeveless,Medium Support,Lycra,Soft,Square Neck,Square Back,Bright,Cropped,Solid,Ruffle,Pullover,Turquoise,Midkini,Jewel,Feminine"
Girls' one-shoulder two-piece swimsuit with UPF 50+,$55.00 ,$29.50 ,5,1,girls,"Pullover,Mid Chest,Fitted,Sleeveless,Tie Dye,Multi Color,One Shoulder,Beachwear,Cropped,Feminine,Midkini"
Girls' big-heart boatneck tee in stripe,,,,,girls,
Girls' disco ball balloons T-shirt,,,,,girls,
Girls' ice cream T-shirt,,,,,girls,
Girls' long-sleeve boatneck T-shirt in ditsy floral,,,,,girls,
Girls' long-sleeve T-shirt in rosebud floral,,,,,girls,
"Girls' ""Peace"" graphic T-shirt",,,4,3,girls,
"Girls short-sleeve ""Summer camp"" graphic T-shirt",,,,,girls,"Olive,Graphic,Relaxed,Crew Neck,Above Hip,Pullover,Dark,Graphics,High Neck,Casual,T-Shirt,Short Sleeve,Neutral,Cotton"
Girls' splatter paint T-shirt,,,5,1,girls,
Girls' striped T-shirt in metallic falling stars,,,,,girls,
Girls' summer graphic T-shirt,,,,,girls,
Girls tie-dye Earth Day graphic T-shirt,,,,,girls,
Girls' tie-dye T-shirt,,,,,girls,
Girls' long-sleeve winter graphic T-shirt,,,,,girls,
"Girls' ""best friends"" graphic T-shirt",$29.50 ,$19.99 ,,,girls,"Pullover,Casual,Crew Neck,High Neck,Blue,Polyester,T-Shirt,Pastel,Short Sleeve,Light to Mid Weight,Tie Dye,Graphic,Cotton"
"Girls' ""Stop and Smell the Roses"" graphic T-shirt",$32.50 ,$24.99 ,,,girls,"Pullover,Lavender,Light,Glitter,Graphics,Cotton,Light to Mid Weight,Relaxed,Crew Neck,High Neck,Casual,Graphic,Marled,Short Sleeve,T-Shirt"
Girls' tennis racquet graphic T-shirt,,,,,girls,"Pullover,Cream,Light,Neutral,Cotton,Light to Mid Weight,Relaxed,Crew Neck,High Neck,Casual,Graphic,Marled,Short Sleeve,T-Shirt"
Girls' tiny tulips graphic T-shirt,$32.50 ,$16.50 ,,,girls,"Graphic,Light,Pullover,Crew Neck,Pink,Short Sleeve,Floral,T-Shirt,High Neck,Graphics,Casual"
Girls' velvet heart graphic T-shirt,,,,,girls,
Long-sleeve patchwork graphic T-shirt,,,,,girls,
Kids' 40th anniversary graphic T-shirt,$34.50 ,$19.50 ,,,girls,"Light,Graphics,High Neck,Casual,Crew Neck,Neutral,Relaxed,Above Hip,Pullover,Light to Mid Weight,T-Shirt,Short Sleeve,Graphic,Cotton,White"
Girls' heart elbow long-sleeve T-shirt,,,2,1,girls,
Girls' long-sleeve heart-pocket T-shirt,$32.50 ,$19.50 ,4,6,girls,"T-Shirt,Pullover,Crew Neck,Long Sleeve,Classic & Minimalist,White,Cotton,Marled,Casual,High Neck,Light,Neutral"
Girls' long-sleeve ribbed henley,,,4,2,girls,
Girls' long-sleeve T-shirt with heart patch,,,,,girls,
Girls' long-sleeve T-shirt with peplum and ribbon detail,,,5,1,girls,
Girls' midsleeve T-shirt with tiny heart,,,2,3,girls,
Girls' ruffle-hem top in stripes,,,,,girls,
Girls' ruffle long-sleeve T-shirt,$32.50 ,$14.99 ,4,8,girls,"Light to Mid Weight,Ruffle,Crew Neck,Long Sleeve,Raglan Sleeve,Solid,Pullover,Bishop Sleeve,High Neck,Soft,Pastel,Jersey,Cotton,Feminine,Pink,Blouse,Day Party"
Girls' lace-collar top,,,,,girls,
Kids' printed tissue turtleneck,,,3,2,girls,
Kids' tissue turtleneck,,,5,4,girls,
Worthy Threads___ girls' tie-dyed raglan,,,,,girls,
Girls' 365 chambray shirt,,,5,2,girls,
Girls' chambray collared top,,,,,girls,
Girls' chambray top with embroidered rainbows,,,5,1,girls,
Girls' double-ruffle trim top in Stewart tartan,,,3,2,girls,
Girls' one-shoulder poplin top,,,,,girls,
Girls' puff-sleeve ruffle top,,,2,1,girls,
Girls' ruffle-shoulder chambray top,,,,,girls,
Girls' ruffle-shoulder linen top,,,,,girls,
Girls' ruffle-shoulder tank top,,,,,girls,
Girls' ruffle-shoulder top in leopard print,,,,,girls,
Girls' ruffle-trim blouse in buffalo check,,,,,girls,
Girls' ruffle-trim shine stripe top,,,5,1,girls,
Girls' sleeveless printed ruffle-detail top,,,,,girls,
Girls' sleeveless ruffle cotton top in gingham,,,5,1,girls,
Girls' sleeveless swingy top in stamp hearts,,,,,girls,
Girls' top in snowy Stewart tartan,,,,,girls,
Girls' shirred top in floral,$55.00 ,$39.99 ,,,girls,"Light to Mid Weight,Crew Neck,Organic Cotton,Pullover,Short Sleeve,T-Shirt,Blue,Relaxed,Feminine,Cotton,High Neck,Casual,Puff Sleeve,Raglan Sleeve"
Girls' star tulle top,,,5,2,girls,
Girls' tiered puff-sleeve top in prints,,,,,girls,"Square Neck,Bright,Solid,Short Sleeve,Light to Mid Weight,Casual,Puff Sleeve,Cotton,Mid Chest,Feminine,Poplin,Pink,Empire Waist,Pullover,Light"
Girls' active T-shirt with UPF 50+,,,5,2,girls,
Girls' flutter-sleeve T-shirt,,,,,girls,
Girls' heart-pocket T-shirt in stripe,,,,,girls,
Girls' printed tie-front T-shirt,,,2,1,girls,
Girls' ruffle short-sleeve T-shirt in stripe,,,4,3,girls,
Girls' ruffle-sleeve T-shirt,,,5,12,girls,
Girls' scalloped hem flutter sleeve T-shirt,,,,,girls,
Girls' smocked T-shirt,,,,,girls,
Girls' crinkle lettuce-hem T-shirt in stripe,$36.50 ,$18.99-$29.99,,,girls,"Scoop Neck,Pullover,Light,Stripes,Casual,Cotton,Short Sleeve,Elastane,Light to Mid Weight,Multi Color,T-Shirt,Mid Chest,Classic & Minimalist,Polyester"
Girls' embroidered flutter-sleeve T-shirt,$36.50 ,$19.50 ,,,girls,"Flutter Sleeve,Casual,High Neck,Blouse,Neutral,White,Embroidered,Short Sleeve,Crew Neck,Light,Feminine,Pullover"
Girls' short-sleeve cropped T-shirt in stripe,$29.50 ,$24.99 ,,,girls,"T-Shirt,Stripes,Casual,High Neck,Multi Color,Cotton,Relaxed,Crew Neck,Pullover,Classic & Minimalist,Light to Mid Weight,Short Sleeve"
Girls' glitter star graphic sweatshirt,,,,,girls,
Girls' active cropped top,,,,,girls,
Girls' cross-strap ruffle tank in stripe,,,3,2,girls,
Girls' eyelet trim top,,,,,girls,
Girls' ruffle-back tank,,,3,2,girls,
Girls' side-tie tank top,,,5,1,girls,
Girls' sleeveless ruffle top,,,5,1,girls,
Girls' ballet flats with star straps,,,4,4,girls,
Girls' bow loafers in leopard print,,,4,2,girls,
Girls' Childrenchic__ ankle-strap ballet flats,,,,,girls,
Girls' Childrenchic__ canvas Mary Janes,,,,,girls,
Girls' classic patent leather ballet flats,,,4,6,girls,
Girls' glitter ballet flats with bows,,,5,1,girls,
Girls' glitter ballet flats,,,5,2,girls,
Girls' glitter ballet pumps,,,3,1,girls,
Girls' kitty-face ballet flats,,,1,1,girls,
Girls' velvet ballet flats,,,,,girls,
Girls' Childrenchic__ Chelsea boots with glitter,,,,,girls,
,,,,,,
,,,,,,
,,,,,,
Girls' crewcuts X Loeffler Randall__ by Clementine hearts-and-stars sandals,,,3,2,girls,
Girls' glitter rainbow sandals,,,5,1,girls,
Girls' knot sandals in Liberty__ Wiltshire,,,3,3,girls,
Girls' Birkenstock__ Arizona sandals in metallic,,,,,girls,"Round Toe,Gold,Slides,Belted,Casual,Leather,Slip-Ons,Flat,Open Toe,Low Top,Neutral,Multi Straps,Boho Chic"
Kids' Havaianas__ slim flip-flops,,,5,3,girls,
Kids' shark slippers,,,5,4,girls,
Girls' Childrenchic__ canvas espadrilles,,,,,girls,
Girls' Childrenchic__ Mary Janes,,,,,girls,
Girls' glitter watermelon slip-on sneakers,,,3,2,girls,
Girls' rainbow slip-on sneakers,,,4,1,girls,
Girls' Saturday metallic sneakers,,,,,girls,
Kids' Adidas__ Stan Smith___ with glitter detail in larger sizes,,,,,girls,
Kids' New Balance__ for crewcuts 24/7 sneakers in larger sizes,,,,,girls,
Kids' New Balance__ for crewcuts blue Fresh Foam Roav sneakers in smaller sizes,,,5,2,girls,
Kids' New Balance__ for crewcuts Fresh Foam Fast sneakers,,,5,4,girls,
Kids' New Balance__ x90 sneakers in larger sizes,,,3,4,girls,
Kids' New Balance__ x90 sneakers with no-tie laces,,,4,2,girls,
Kids' Veja___ Esplar metallic leather sneakers,,,,,girls,
Kids' Veja___ V10 sneakers,$105.00 ,,,,girls,"Recycled Polyester,Casual Chic,Suede,Round Toe,Cut Outs,Flat,Rubber,Leather,Colorblock,Low Top,White,Casual,Lace Up,Sneakers,Logo,Light,Neutral,Solid"
Reebok__ girls' classic leather shoes in larger sizes,,,,,girls,
Superga__ kids' 2750 Jcot sneakers,$55.00 ,,,,girls,"Silver Metal,Low Top,Solid,Leather,Round Toe,Breathable,Casual,Lace Up,Sneakers,Neutral,Classic & Minimalist,Canvas,White,Cloth,Cotton,Light,Flat,Rubber"
Girls' Mer St. Barth___ Serena dress in stripe,,,,,girls,
Girls' Mini Melissa__ sweet love II Mary Janes,,,,,girls,
Sade Baron la rose sensitive pink-clay bar soap,$18.00 ,,,,home,"Detoxifying,Dryness,Body,Solid,Bar Soap,Dry,Sensitive"
Patricks daily thickening shampoo,,,,,home,
Patricks triple-correction eye balm with delta complex,,,,,,
Apotheke Charcoal lotion,,,,,home,
Apotheke Sea Salt Grapefruit liquid soap,,,,,home,
Steamery Cirrus 2 steamer,$139.00 ,,,,home,
Steamery delicate laundry detergent,,,,,home,
Rookie Humans___ woodland dreams standard pillowcase two-pack,,,,,home,
Laguna Beach Textile Company Turkish hand towel,$21.00 ,,,,home,"Blue,Tassels Embellishment,Turkish Cotton,Everyday,Coastal,Hand Towel,Horizontal Stripes,Rectangle"
